year,f024,f161,f162,h125,h126,h133,h134,age_m,age_w,edu_m,edu_w,gen_m,gen_w,NSIB018H,NSIB018DH,FB,girl
2011,,,,,,,,48,45,1,1,1,1,1,1,0,0
2012,,,,,,,,49,46,1,1,1,1,1,1,0,0
2008,,,,,,,,54,49,2,2,1,3,1,1,1,0
2009,,,,,,,,55,50,2,2,1,3,1,1,1,0
2010,,,,,,,,56,51,2,2,1,3,1,1,1,0
2010,,,,,,,,56,51,2,2,1,3,1,1,0,0
2011,,,,,,,,57,52,2,2,1,3,1,1,1,0
2011,,,,,,,,57,52,2,2,1,3,1,1,0,0
2012,,,,,,,,58,53,2,2,1,3,1,1,0,0
2013,,,,,,,,59,54,2,2,1,3,1,1,0,0
2008,,,,,,,,42,42,2,2,1,1,1,0,0,0
2008,no,very good,very good,no,,once or twice a week,yes,43,43,2,2,1,1,1,0,1,0
2009,yes,very good,very good,no,,once or twice a month,yes,43,43,2,2,1,1,1,0,0,0
2009,yes,very good,very good,no,,once or twice a week,yes,44,44,2,2,1,1,1,0,1,0
2010,yes,very good,very good,yes,"no, I stopped",once or twice a week,yes,45,45,2,2,1,1,1,0,0,0
2011,yes,very good,very good,,,,,45,45,2,2,1,1,1,0,0,0
2008,no,good,good,no,,once or twice a week,no,52,50,1,1,1,1,2,1,1,0
2008,,,,,,,,51,49,1,1,4,4,2,1,0,0
2009,no,,,,,,,53,51,1,1,1,1,2,1,1,0
2009,,,,,,,,52,50,1,1,4,4,2,1,0,0
2010,,,,,,,,53,51,1,1,1,1,2,0,0,1
2010,,,,,,,,53,51,1,1,4,4,2,1,0,0
2011,,,,no,,once every two months,no,54,52,1,1,1,1,2,0,0,1
2011,,,,,,,,54,52,1,1,4,4,2,1,0,0
2012,yes,good,good,no,,once or twice a month,no,56,54,1,1,1,1,2,0,0,1
2013,yes,very good,very good,no,,once every two months,no,57,55,1,1,1,1,2,0,0,1
2011,,,,no,,once or twice a year,no,43,37,2,2,2,2,1,1,1,1
2012,no,very good,very good,no,,once or twice a year,no,44,39,2,2,2,2,1,1,1,1
2013,yes,very good,very good,no,,once or twice a year,no,45,39,2,2,2,2,1,1,1,1
2013,,,,,,,,45,39,2,2,2,2,1,1,0,0
2014,yes,good,good,,,,,46,40,2,2,2,2,1,1,1,1
2014,,,,,,,,46,40,2,2,2,2,1,1,0,0
2015,,,,,,,,47,42,2,2,2,2,1,1,0,0
2010,,,,,,,,43,44,1,1,4,4,1,1,1,0
2011,,,,,,,,44,45,1,1,4,4,1,1,1,0
2012,,,,,,,,45,46,1,1,4,4,1,1,1,0
2015,no,very good,good,no,,once every two months,no,45,43,3,,2,,3,2,0,1
2016,no,very good,good,yes,"no, I stopped",once or twice a year,no,46,44,3,,2,,3,2,0,1
2009,,,,no,,once or twice a week,yes,45,44,3,3,1,1,1,1,1,0
2010,,,,,,,,46,45,3,3,4,4,1,0,0,1
2010,no,very good,very good,,,,,47,45,3,3,1,1,1,1,1,0
2011,,,,no,,once or twice a week,yes,47,46,3,3,4,4,1,0,0,1
2011,yes,good,fairly good,no,,once or twice a week,no,49,47,3,3,1,1,1,1,1,0
2012,yes,good,fairly good,no,,once or twice a week,no,50,48,3,3,4,4,1,0,0,1
2012,no,good,good,no,,once or twice a week,no,50,48,3,3,1,1,1,1,1,0
2013,yes,good,good,no,,once or twice a week,yes,51,49,,3,,1,1,0,0,1
2016,,,,,,,,51,51,3,1,1,1,0,0,1,0
2016,,,,,,,,48,48,2,3,1,3,1,1,1,0
2014,,,,,,,,46,51,2,3,1,1,0,0,1,1
2015,no,good,very good,no,,once or twice a month,no,48,53,2,3,1,1,0,0,1,1
2016,no,good,good,yes,yes,once or twice a week,yes,49,54,2,3,1,1,0,0,1,1
2014,,,,,,,,59,48,1,2,2,1,2,0,1,0
2015,,,,,,,,61,49,1,2,2,1,2,0,1,0
2016,,,,,,,,62,50,1,2,2,1,2,0,1,0
2015,no,very good,very good,,,,,46,46,2,2,1,1,1,1,1,0
2016,no,very good,very good,no,,once or twice a month,yes,47,47,2,2,1,1,1,1,1,0
2016,,,,,,,,46,46,2,2,1,1,1,0,0,0
2009,,,,,,,,56,52,2,3,4,4,0,0,1,1
2010,no,very good,very good,no,,once or twice a month,yes,58,54,2,3,4,4,0,0,1,1
2011,no,very good,very good,no,,once or twice a month,yes,59,55,2,3,4,4,0,0,1,1
2012,no,very good,very good,no,,once or twice a month,yes,60,56,2,3,4,4,0,0,1,1
2008,no,good,good,no,,once or twice a month,yes,49,50,2,3,2,2,1,0,1,0
2009,no,good,fairly good,,,,,50,51,2,3,2,2,1,0,1,0
2010,,,,,,,,50,51,2,3,2,2,1,0,1,0
2014,,,,,,,,54,55,2,3,2,2,0,0,0,0
2015,no,good,fairly good,no,,once or twice a year,yes,56,56,2,3,2,2,0,0,0,0
2016,no,good,good,no,,once every two months,no,57,57,2,3,2,2,0,0,0,0
2013,,,,,,,,38,39,2,1,2,2,1,0,1,0
2014,no,good,good,,,,,40,40,2,1,2,2,1,0,1,0
2015,no,very good,very good,no,,not at all over the last 12 months,,41,41,2,1,2,2,1,0,1,0
2016,no,very good,very good,no,,not at all over the last 12 months,,42,42,2,1,2,2,1,0,1,0
2014,,,,,,,,52,47,2,3,1,1,1,0,1,0
2015,no,good,,,,,,53,49,2,3,1,1,1,0,1,0
2016,,,,,,,,54,50,2,3,1,1,1,0,0,0
2016,,,,no,,not at all over the last 12 months,,54,50,2,3,1,1,1,0,1,0
2010,,,,no,,not at all over the last 12 months,,48,45,2,2,1,1,1,0,0,0
2011,no,very good,good,no,,once or twice a year,no,49,47,2,2,1,1,1,0,1,0
2012,no,very good,very good,no,,once or twice a week,yes,50,48,2,2,1,1,1,0,1,0
2012,,,,,,,,50,47,2,2,1,1,1,0,0,0
2013,yes,very good,very good,,,,,51,49,2,2,1,1,0,0,0,0
2014,,,,,,,,52,49,2,2,1,1,0,0,0,0
2009,,,,yes,"no, I stopped",once or twice a week,yes,47,49,3,3,1,1,2,0,1,1
2010,,,,,,,,48,50,3,3,1,1,2,1,0,0
2010,no,very good,fairly good,yes,"no, I stopped",once or twice a week,yes,49,50,3,3,1,1,2,0,1,1
2011,,,,,,,,49,,3,,1,,2,1,0,0
2011,no,very good,fairly good,,,,,50,51,3,,1,,2,0,1,1
2014,,,,,,,,45,44,2,2,1,1,0,0,1,0
2015,no,fairly good,good,yes,yes,once or twice a month,yes,46,46,2,2,1,1,0,0,1,0
2016,no,fairly good,good,yes,yes,once or twice a week,yes,47,47,2,2,1,1,0,0,1,0
2008,,,,,,,,46,40,1,2,1,1,4,3,0,0
2008,,,,yes,"no, I stopped",once or twice a week,yes,46,40,1,2,1,1,4,2,0,1
2009,,,,,,,,47,41,1,2,1,1,4,3,0,0
2010,,,,,,,,48,42,1,2,1,1,4,3,0,0
2010,,,,yes,"no, I stopped",once or twice a year,no,48,42,1,2,1,1,4,2,0,1
2011,,,,,,,,49,43,1,2,1,1,4,3,0,0
2011,no,very good,very good,,,,,50,44,1,2,1,1,4,2,0,1
2012,,,,,,,,50,44,1,2,1,1,3,1,0,1
2013,yes,very good,very good,yes,yes,once or twice a year,no,52,46,1,2,1,1,3,1,0,1
2014,,,,,,,,52,46,1,2,1,1,3,2,0,0
2015,no,very good,very good,no,,once or twice a week,yes,54,48,1,2,1,1,2,1,0,0
2016,no,very good,very good,,,,,55,49,1,2,1,1,2,1,0,0
2009,,,,,,,,47,42,1,1,1,1,1,1,1,1
2009,,,,,,,,47,42,1,1,1,1,1,1,1,1
2010,,,,no,,once or twice a month,no,48,43,1,1,1,1,1,1,1,1
2010,,,,no,,once or twice a month,no,48,43,1,1,1,1,1,1,1,1
2011,no,very good,very good,no,,once or twice a week,yes,50,45,1,1,1,1,1,1,1,1
2011,no,good,fairly good,,,,,50,45,1,1,1,1,1,1,1,1
2012,no,very good,very good,no,,once or twice a week,yes,51,46,1,1,1,1,1,1,1,1
2012,,,,,,,,50,45,1,1,1,1,1,1,1,1
2009,,,,,,,,45,48,3,3,4,4,1,1,1,0
2015,,,,,,,,44,39,1,1,1,1,1,0,1,0
2016,,,,,,,,45,40,1,1,1,1,1,0,0,0
2008,,,,,,,,40,37,1,1,1,1,2,1,0,0
2008,yes,fairly good,fairly good,,,,,40,38,1,1,1,1,2,0,1,1
2009,no,very good,good,,,,,41,39,1,1,1,1,2,1,0,0
2009,yes,good,good,yes,yes,once every two months,no,41,39,1,1,1,1,2,0,1,1
2010,,,,,,,,42,39,1,1,1,1,2,1,0,0
2011,,,,no,,not at all over the last 12 months,,43,40,1,1,1,1,2,1,0,0
2013,,,,,,,,45,42,1,1,1,1,2,1,0,0
2014,no,very good,good,,,,,46,44,1,1,1,1,2,1,0,0
2015,,,,,,,,47,44,1,1,1,1,2,1,0,0
2014,,,,,,,,45,42,1,2,1,1,1,0,1,0
2014,,,,,,,,45,42,1,2,1,1,1,0,0,0
2015,,,,,,,,47,44,1,2,1,1,1,0,0,0
2012,,,,,,,,59,48,3,1,2,1,1,1,1,0
2013,no,good,very good,no,,once or twice a month,no,61,50,3,1,2,1,1,1,1,0
2014,,,,,,,,61,50,3,1,2,1,1,0,0,0
2014,no,very good,very good,,,,,62,51,3,1,2,1,1,1,1,0
2015,,,,,,,,63,52,3,2,2,1,1,0,0,0
2015,yes,very good,very good,no,,three of four days per week,yes,63,52,3,2,2,1,1,1,1,0
2016,,,,,,,,64,53,3,2,2,1,1,0,0,0
2013,,,,,,,,48,49,3,2,1,1,1,0,1,1
2014,no,very good,good,,,,,50,51,3,2,1,1,1,0,1,1
2015,no,very good,good,yes,"no, I stopped",once or twice a month,yes,51,52,3,2,1,1,1,0,1,1
2016,,,,no,,once or twice a month,no,51,52,3,2,1,1,1,1,0,0
2016,yes,fairly good,good,yes,"no, I stopped",once or twice a week,yes,52,53,3,2,1,1,1,0,1,1
2010,,,,,,,,42,42,1,1,4,4,1,0,0,0
2011,,,,,,,,43,43,1,1,4,4,1,0,1,0
2011,,,,,,,,43,43,1,1,4,4,1,1,0,0
2012,,,,,,,,44,44,1,2,4,4,1,0,1,0
2012,,,,,,,,44,44,1,2,4,4,1,1,0,0
2015,,,,,,,,46,45,3,2,1,1,2,1,1,0
2016,no,very good,very good,no,,once every two months,no,47,46,3,2,1,1,2,1,1,0
2016,,,,,,,,47,46,3,2,1,1,2,0,0,0
2008,,,,,,,,57,51,3,3,1,1,1,0,1,1
2009,,,,,,,,58,52,3,3,1,1,1,0,1,1
2010,,,,,,,,59,53,3,3,1,1,1,0,1,1
2010,,,,no,,once or twice a week,yes,59,53,3,3,1,1,1,1,0,0
2011,,,,,,,,60,54,3,3,1,1,1,0,1,1
2011,no,very good,very good,yes,yes,once or twice a week,yes,61,55,3,3,1,1,1,1,0,0
2012,no,good,good,,,,,62,56,3,3,1,1,1,1,0,0
2015,,,,,,,,45,53,2,2,4,4,0,0,1,0
2016,,,,yes,"no, I stopped",once or twice a month,no,46,54,2,2,4,4,0,0,1,0
2011,,,,,,,,44,41,1,2,1,1,1,1,1,0
2012,no,good,good,no,,once every two months,no,46,42,1,2,1,1,1,1,1,0
2013,,,,,,,,46,43,1,2,1,1,1,0,0,0
2013,,,,,,,,46,43,1,2,1,1,1,1,1,0
2014,,,,,,,,47,44,1,2,1,1,1,0,0,0
2014,,,,,,,,47,44,1,2,1,1,1,0,1,0
2015,,,,,,,,49,45,1,2,1,1,1,0,0,0
2012,,,,no,,not at all over the last 12 months,,46,45,3,3,2,2,2,2,1,1
2013,no,very good,very good,no,,once or twice a month,no,48,47,3,3,2,2,2,2,1,1
2014,,,,,,,,48,47,3,3,2,2,2,2,0,1
2014,no,very good,very good,,,,,49,48,3,3,2,2,2,2,1,1
2015,no,very good,good,no,,once or twice a year,no,50,49,3,3,2,2,2,2,0,1
2015,no,very good,good,,,,,50,49,3,3,2,2,2,2,1,1
2016,no,very good,very good,no,,once or twice a year,no,51,50,3,3,2,2,2,2,0,1
2016,,,,,,,,50,50,3,3,4,4,2,2,0,0
2016,,,,no,,once or twice a week,yes,43,42,1,2,1,1,1,1,1,0
2008,yes,very good,very good,,,,,44,45,2,2,1,1,2,0,1,1
2008,,,,,,,,43,44,2,2,1,1,2,1,0,0
2010,,,,,,,,47,48,3,2,2,2,1,0,1,0
2011,,,,,,,,48,49,3,2,2,2,1,0,1,0
2012,,,,,,,,49,50,3,2,2,2,1,0,1,0
2016,,,,,,,,53,54,3,2,4,4,1,0,0,0
2013,,,,,,,,45,47,1,1,1,1,2,1,1,1
2014,no,very good,very good,,,,,47,48,1,1,1,1,2,1,0,1
2015,no,very good,very good,no,,once or twice a month,no,48,49,1,1,1,1,2,1,0,1
2015,,,,,,,,47,49,1,1,4,4,2,1,0,0
2016,,,,,,,,48,50,1,1,4,4,2,2,0,0
2016,,,,,,,,48,50,1,1,1,1,2,1,0,1
2016,,,,,,,,48,50,1,1,4,4,2,1,0,0
2015,,,,,,,,44,43,3,3,4,4,1,0,0,0
2015,,,,,,,,44,43,3,3,4,4,1,1,1,0
2016,,,,,,,,45,44,3,3,4,4,1,0,0,0
2009,,,,,,,,48,45,2,3,4,4,1,0,1,0
2010,,,,,,,,49,46,2,3,4,4,1,0,1,0
2011,,,,,,,,50,47,2,3,4,4,1,0,0,0
2012,,,,,,,,51,48,2,3,4,4,1,0,0,0
2012,,,,,,,,51,48,2,3,4,4,1,0,0,0
2009,,,,,,,,44,42,1,2,1,1,1,1,1,0
2010,,,,,,,,45,43,1,2,1,1,1,1,1,0
2011,,,,,,,,46,44,1,2,1,1,1,0,0,0
2011,,,,,,,,46,44,1,2,1,1,1,1,1,0
2012,,,,yes,yes,once or twice a week,yes,47,45,1,2,1,1,1,0,0,0
2012,,,,,,,,47,45,1,2,1,1,1,1,0,0
2013,,,,,,,,48,46,1,2,1,1,1,0,0,0
2008,yes,very good,very good,no,,once or twice a month,yes,44,38,2,1,1,1,2,0,1,1
2010,,,,no,,once every two months,no,45,40,2,1,1,1,2,1,0,0
2011,no,very good,good,no,,once or twice a week,yes,47,41,2,1,1,1,2,1,0,0
2012,no,very good,good,no,,once or twice a week,yes,48,42,2,1,1,1,2,1,0,0
2013,no,very good,good,no,,once or twice a week,yes,49,43,2,1,1,1,2,1,0,0
2012,,,,,,,,51,48,2,1,1,1,1,1,1,0
2013,,,,,,,,52,48,2,1,1,1,1,1,1,0
2014,no,very good,very good,,,,,54,50,2,1,1,1,1,1,1,0
2015,,,,,,,,55,51,2,1,1,1,1,0,0,0
2012,,,,,,,,48,49,2,2,1,1,2,1,1,0
2013,,,,,,,,49,50,2,2,1,1,2,0,0,0
2013,,,,,,,,49,50,2,2,1,1,2,1,1,0
2014,,,,,,,,50,51,2,2,1,1,2,0,0,0
2014,,,,,,,,50,51,2,2,1,1,2,1,1,0
2008,no,very good,very good,no,,once or twice a week,yes,47,47,2,2,1,1,2,0,1,0
2008,,,,,,,,46,46,2,2,1,1,2,0,0,0
2009,no,very good,very good,no,,once or twice a week,yes,48,48,2,2,1,1,2,0,1,0
2009,no,good,good,no,,three of four days per week,yes,48,48,2,2,1,1,2,0,0,0
2010,no,very good,very good,no,,once or twice a week,yes,49,49,2,2,1,1,2,0,1,0
2010,no,good,good,no,,once or twice a week,yes,49,49,2,2,1,1,2,0,0,0
2011,,,,,,,,49,49,2,2,1,1,2,0,0,0
2011,no,good,good,no,,three of four days per week,yes,50,50,2,2,1,1,2,0,0,0
2012,no,very good,very good,no,,once or twice a week,yes,51,51,2,2,1,1,2,0,0,0
2013,no,very good,very good,no,,once or twice a week,yes,52,52,2,2,1,1,2,0,0,0
2014,no,very good,very good,,,,,53,53,2,2,1,1,2,0,0,0
2014,,,,,,,,43,43,1,2,1,1,1,1,1,0
2015,,,,,,,,45,44,1,2,1,1,1,1,1,0
2016,,,,,,,,46,45,1,2,1,1,1,1,1,0
2009,,,,yes,"no, I stopped",once or twice a week,yes,47,45,1,2,1,1,1,1,1,1
2010,,,,,,,,48,46,1,2,4,4,1,1,0,1
2010,no,good,good,yes,"no, I stopped",once or twice a week,no,48,47,1,2,1,1,1,1,1,1
2011,no,good,good,no,,once or twice a week,yes,49,48,1,2,4,4,1,1,0,1
2011,no,very good,very good,no,,once or twice a week,yes,49,48,1,2,1,1,1,1,1,1
2012,no,very good,good,no,,once or twice a week,no,50,49,1,2,4,4,1,1,0,1
2012,,,,,,,,50,48,1,2,1,1,1,1,1,1
2013,no,very good,good,no,,once or twice a week,yes,51,50,1,2,4,4,1,1,0,1
2008,,,,,,,,45,46,3,3,1,1,1,0,1,1
2009,yes,good,good,no,,once or twice a year,no,46,48,3,3,1,1,1,0,1,1
2010,yes,very good,very good,no,,once every two months,yes,47,49,3,3,1,1,1,0,1,1
2010,,,,,,,,47,48,3,3,4,4,1,1,0,0
2011,,,,no,,not at all over the last 12 months,,48,49,3,3,1,1,1,0,1,1
2011,,,,,,,,48,49,3,3,4,4,1,1,0,0
2012,,,,,,,,49,50,3,3,4,4,1,1,0,0
2013,,,,,,,,50,51,3,3,4,4,1,1,0,0
2009,,,,,,,,41,36,3,2,2,2,1,0,1,0
2010,,,,,,,,42,37,3,2,2,2,1,0,1,0
2014,,,,,,,,50,46,1,2,4,4,1,1,1,0
2008,yes,fairly good,fairly good,,,,,49,43,2,2,1,1,1,0,1,1
2010,,,,,,,,50,45,2,2,1,1,1,1,0,0
2011,no,very good,very good,,,,,51,43,2,2,1,1,1,1,0,0
2012,no,very good,very good,no,,once or twice a week,no,53,47,2,2,1,1,1,1,0,0
2013,no,good,good,no,,once or twice a week,yes,54,48,2,2,1,1,1,1,0,0
2008,,,,,,,,50,45,3,2,1,1,2,2,1,1
2009,no,very good,very good,no,,once every two months,yes,51,47,3,2,1,1,2,2,1,1
2010,,,,no,,once or twice a week,yes,52,47,3,2,1,1,2,2,1,1
2010,,,,no,,once or twice a month,yes,52,47,3,2,1,1,2,2,0,1
2011,no,good,very good,no,,once or twice a month,yes,53,49,3,2,1,1,2,2,1,1
2011,yes,good,good,no,,once or twice a week,yes,53,49,3,2,1,1,2,2,0,1
2012,yes,very good,very good,no,,once or twice a month,yes,54,50,3,2,1,1,2,2,0,1
2012,,,,yes,"no, I stopped",once or twice a week,yes,54,49,3,2,1,1,2,2,0,1
2013,no,good,good,,,,,55,51,3,2,1,1,2,2,0,1
2013,no,very good,very good,,,,,55,51,3,2,1,1,2,2,0,1
2014,,,,,,,,56,51,3,2,1,1,2,2,0,1
2014,,,,,,,,47,49,2,3,1,3,0,0,1,0
2015,yes,good,good,yes,"no, I stopped",once or twice a week,yes,49,50,2,3,1,3,0,0,1,0
2016,yes,good,not so good,yes,yes,once or twice a month,yes,50,50,2,3,1,3,0,0,1,0
2008,,,,,,,,46,50,2,1,4,4,1,0,1,0
2008,,,,,,,,46,50,2,1,4,4,1,0,1,0
2009,,,,,,,,47,51,2,1,4,4,1,0,1,0
2009,,,,,,,,47,51,2,1,4,4,1,0,1,0
2010,,,,,,,,48,52,2,1,4,4,1,0,1,0
2010,,,,,,,,48,52,2,1,4,4,1,0,1,0
2010,,,,,,,,44,42,3,3,1,1,2,1,1,0
2011,no,very good,very good,no,,once or twice a week,yes,45,44,3,3,1,1,2,1,1,0
2012,no,very good,very good,no,,once or twice a week,yes,46,45,3,3,1,1,2,1,1,0
2013,,,,,,,,47,45,3,3,1,1,2,1,0,0
2013,,,,,,,,47,45,3,3,1,1,2,1,1,0
2014,,,,,,,,48,46,3,3,1,1,2,1,0,0
2015,,,,,,,,49,47,3,3,1,1,2,1,0,0
2008,,,,no,,once or twice a year,no,51,51,1,1,1,1,0,0,0,0
2009,no,good,good,no,,not at all over the last 12 months,,53,53,1,1,1,1,0,0,0,0
2010,no,very good,good,no,,not at all over the last 12 months,,54,54,1,1,1,1,0,0,0,0
2011,no,very good,good,no,,not at all over the last 12 months,,55,55,1,1,1,1,0,0,0,0
2012,,,,,,,,48,48,3,3,1,1,1,1,1,0
2013,,,,,,,,49,49,3,3,1,1,1,0,0,0
2013,,,,,,,,49,49,3,3,1,1,1,1,1,0
2008,,,,no,,once or twice a week,yes,49,46,2,2,1,1,1,1,1,1
2009,no,good,good,no,,once or twice a week,yes,50,48,2,2,1,1,1,1,1,1
2010,,,,,,,,51,48,2,2,1,1,1,1,0,1
2010,no,good,good,no,,three of four days per week,yes,51,49,2,2,1,1,1,1,0,1
2011,,,,no,,once or twice a week,yes,52,49,2,2,1,1,1,1,0,1
2011,no,good,good,no,,three of four days per week,yes,52,50,2,2,1,1,1,1,0,1
2012,no,good,good,no,,once or twice a week,yes,53,51,2,2,1,1,1,1,0,1
2013,no,good,good,yes,"no, I stopped",once or twice a week,yes,54,52,2,2,1,1,1,1,0,1
2012,,,,,,,,44,40,1,1,1,1,1,0,1,0
2013,,,,,,,,45,41,1,1,1,1,1,0,1,0
2014,,,,,,,,46,42,1,1,1,1,1,0,1,0
2015,,,,,,,,48,44,1,1,1,1,1,1,0,0
2016,no,very good,very good,no,,once or twice a week,yes,49,45,1,1,1,1,1,1,0,0
2016,,,,,,,,40,34,1,2,4,4,3,3,0,0
2012,yes,very good,very good,no,,once or twice a month,yes,48,45,3,3,1,1,0,0,1,0
2013,yes,very good,very good,no,,once or twice a week,yes,49,46,3,3,1,1,0,0,1,0
2014,no,good,good,,,,,50,47,3,3,1,1,0,0,1,0
2013,,,,,,,,53,47,1,2,1,1,1,0,1,0
2008,no,very good,very good,no,,once or twice a week,no,48,47,3,3,4,4,2,0,1,0
2008,,,,,,,,46,46,3,3,1,1,2,0,0,0
2009,,,,,,,,47,47,3,3,4,4,2,0,1,0
2009,no,very good,good,no,,once or twice a week,yes,49,49,3,3,1,1,2,0,0,0
2010,,,,,,,,48,48,3,3,4,4,2,0,1,0
2010,no,very good,very good,no,,once or twice a week,yes,50,49,3,3,1,1,2,0,0,0
2011,,,,,,,,49,49,3,3,1,1,2,0,0,0
2011,,,,,,,,49,49,3,3,1,1,2,0,0,0
2012,,,,,,,,50,50,3,3,1,1,2,0,0,0
2013,,,,,,,,51,51,3,3,1,1,0,0,0,0
2009,,,,,,,,47,42,3,1,4,4,1,1,1,0
2010,,,,,,,,48,43,3,1,4,4,1,1,1,0
2011,,,,,,,,49,44,3,1,4,4,1,1,1,0
2008,,,,,,,,50,47,1,1,4,4,1,1,1,0
2009,,,,,,,,51,48,1,1,4,4,1,1,1,0
2010,,,,,,,,52,49,1,1,4,4,1,1,1,0
2012,,,,,,,,54,51,1,1,4,4,1,0,0,0
2008,,,,,,,,46,44,1,1,1,1,1,1,1,0
2009,,,,,,,,47,45,1,1,1,1,1,1,0,1
2009,,,,,,,,47,45,1,1,1,1,1,1,1,0
2010,no,fairly good,good,no,,once or twice a month,no,49,47,1,1,1,1,1,1,0,1
2010,,,,,,,,48,46,1,1,1,1,1,1,1,0
2011,yes,good,good,yes,"no, I stopped",once or twice a month,no,50,48,1,1,1,1,1,1,0,1
2012,no,very good,very good,yes,yes,once or twice a month,yes,51,49,1,1,1,1,1,1,0,1
2013,,,,,,,,46,44,1,3,4,4,1,1,1,1
2014,no,very good,very good,,,,,48,46,1,3,4,4,1,1,1,1
2015,no,very good,good,,,,,49,47,1,3,4,4,1,1,0,1
2015,no,very good,very good,no,,once every two months,yes,49,47,1,3,4,4,1,1,1,1
2016,no,very good,fairly good,no,,once or twice a week,yes,50,48,1,3,4,4,1,1,0,1
2016,,,,,,,,50,48,1,3,4,4,1,1,1,1
2014,,,,,,,,40,38,3,2,2,1,1,0,1,0
2015,,,,,,,,41,40,3,2,2,1,1,0,1,0
2016,,,,,,,,42,41,3,2,2,1,1,0,1,0
2008,,,,,,,,42,44,1,2,1,1,1,1,0,0
2008,yes,fairly good,fairly good,yes,yes,once or twice a week,yes,43,44,1,2,1,1,1,1,1,1
2009,,,,,,,,43,45,1,2,1,1,1,1,0,0
2009,yes,good,good,yes,"no, I stopped",once or twice a week,no,44,45,1,2,1,1,1,1,1,1
2010,,,,,,,,44,46,1,2,1,1,1,1,0,0
2011,,,,,,,,45,47,1,2,1,1,1,1,0,0
2009,,,,,,,,40,44,2,2,4,4,1,0,0,1
2010,no,very good,very good,,,,,41,46,2,2,4,4,1,0,1,1
2011,,,,,,,,42,46,2,2,4,4,1,0,1,1
2012,,,,no,,once or twice a month,no,43,47,2,2,4,4,1,0,1,1
2014,,,,,,,,45,49,2,2,1,1,1,1,0,0
2015,no,very good,very good,no,,once or twice a week,yes,46,51,2,2,1,1,1,1,0,0
2016,yes,very good,very good,no,,once or twice a month,no,47,52,2,2,1,1,1,1,0,0
2008,,,,yes,yes,once or twice a week,yes,47,44,3,2,1,1,1,1,1,1
2009,no,very good,very good,,,,,48,46,3,2,1,1,1,1,1,1
2010,,,,,,,,49,46,3,2,1,1,1,1,1,1
2010,,,,,,,,49,46,3,2,1,1,1,1,0,0
2010,,,,,,,,41,37,1,2,1,1,1,0,1,0
2011,,,,,,,,42,38,1,2,1,1,1,0,1,0
2012,,,,,,,,43,39,1,2,1,1,1,1,0,0
2012,,,,,,,,43,39,1,2,1,1,1,0,1,0
2015,,,,,,,,50,49,3,2,4,4,1,0,1,0
2016,,,,,,,,51,50,3,2,4,4,1,0,1,0
2014,,,,,,,,43,43,3,3,1,1,2,0,1,0
2009,,,,,,,,45,45,2,2,1,1,1,0,1,1
2010,no,very good,very good,yes,"no, I stopped",once or twice a month,yes,47,47,2,2,1,1,1,0,0,1
2011,,,,,,,,47,47,2,2,1,1,1,1,0,0
2011,,,,,,,,47,47,2,2,1,1,1,0,0,1
2008,,,,,,,,50,50,3,3,4,4,2,0,0,0
2008,,,,,,,,50,50,3,3,4,4,2,0,1,0
2009,,,,,,,,51,,3,,4,4,2,0,0,0
2009,,,,,,,,51,,3,,4,4,2,0,1,0
2010,,,,,,,,52,,3,,4,4,2,0,0,0
2016,,,,,,,,47,44,1,2,4,4,1,1,1,0
2012,,,,,,,,46,46,3,2,1,1,1,0,1,0
2012,,,,,,,,43,42,1,1,1,1,1,1,0,1
2012,yes,good,good,no,,once or twice a year,no,43,42,1,1,1,1,1,1,1,1
2013,,,,,,,,44,43,1,1,1,1,1,1,0,1
2014,,,,,,,,45,44,1,1,1,1,1,1,0,1
2015,no,very good,fairly good,,,,,46,45,,1,,1,1,1,0,1
2010,,,,,,,,46,44,2,1,1,1,1,0,1,0
2011,,,,,,,,47,45,2,1,1,1,1,0,1,0
2012,,,,,,,,48,46,2,1,1,1,1,0,1,0
2013,,,,,,,,49,47,2,1,1,1,1,0,1,0
2013,,,,,,,,49,47,2,1,1,1,1,0,0,0
2014,no,good,good,,,,,51,49,2,1,1,1,1,0,0,0
2015,yes,good,fairly good,no,,once every two months,no,52,50,2,1,1,1,0,0,0,0
2016,,,,,,,,53,51,2,1,1,1,1,0,0,0
2010,,,,,,,,47,45,3,3,1,1,1,0,1,0
2011,,,,,,,,48,46,3,3,1,1,1,0,1,0
2008,,,,yes,"no, I stopped",once or twice a month,yes,44,46,3,3,1,1,1,1,1,0
2009,yes,very good,very good,yes,"no, I stopped",once or twice a week,yes,46,48,3,3,1,1,1,1,1,0
2010,yes,very good,very good,no,,almost every day,no,47,49,3,3,1,1,1,1,1,0
2010,,,,,,,,46,48,3,3,4,4,1,0,0,0
2011,yes,good,good,no,,once or twice a month,no,48,50,3,3,1,1,1,1,0,0
2011,,,,,,,,47,49,3,3,4,4,1,0,0,0
2012,,,,,,,,48,50,3,3,4,4,1,0,0,0
2013,,,,,,,,49,51,3,3,4,4,1,0,0,0
2010,,,,,,,,57,51,3,2,4,4,0,0,1,0
2011,,,,,,,,58,52,3,2,4,4,0,0,1,0
2012,,,,,,,,59,53,3,2,4,4,0,0,0,0
2016,,,,,,,,48,49,3,3,1,1,2,1,1,0
2008,,,,,,,,46,44,2,2,1,1,0,0,1,0
